5.983070135116577148e+00,7.619637966156005859e+01
1.694625116485134342e+01,7.729771926483320499e+01
1.642242144285230765e+01,7.810695065868475240e+01
8.488283737932903250e+00,6.848173736156820723e+01
8.722930643204719559e+00,6.871514965085420101e+01
4.061505310156596216e-01,7.501149084423369118e+01
9.871968893302318193e+00,7.581056902932004959e+01
3.584676520225130503e+00,6.823496631318275263e+01
7.588046435810530177e+00,7.541631101405633331e+01
9.203559163730183457e+00,7.555351175553842324e+01
1.278127431869506836e+00,6.833528041839599609e+01
1.643160914561044450e+01,7.608906929852983581e+01
5.022103691477828313e+00,6.873119375236638007e+01
1.564654123275317232e+01,7.307890021965786786e+01
6.525323679537930133e+00,6.888702971430274147e+01
2.334316907483821257e+00,7.455843684731854637e+01
6.199428907307076742e+00,7.486034703196915530e+01
2.790015368060325684e+00,7.456705304717459626e+01
8.366044153513746195e+00,6.927016141695577289e+01
7.513782665232954017e+00,7.494498882296198872e+01
1.152183540326499056e+01,7.000400278720454139e+01
1.188092808949219936e+01,7.554832341690632802e+01
1.597025548039567155e+01,7.461649207012027318e+01
1.270445942878723145e+01,7.571053504943847656e+01
1.157262736888905863e+01,7.017635753985172187e+01
9.741372624928558821e+00,7.504794321951541747e+01
1.430673958744076835e+01,7.613973300644747155e+01
1.418863419380001822e+01,7.608042935904180126e+01
1.487805532868542358e+01,7.239314642333282279e+01
1.587286329756434355e+01,7.440539969810336629e+01
1.269642120250380302e+01,7.560907691876180081e+01
1.035040388347820084e+01,6.988178604683211859e+01
3.976140285972606492e+00,6.898283710875952579e+01
1.297433984938616014e+01,7.566768530223538392e+01
1.639181151067524933e+00,7.421081681482547765e+01
1.476986472283972285e+00,6.888876111500714217e+01
1.570850724955127298e+01,7.421849001006711433e+01
3.699517011141596257e+00,6.898121088199090423e+01
1.355878818380874584e+01,7.575589850679779147e+01
1.168770129963042947e+01,7.036202436198932730e+01
1.587380929628707626e+01,7.522957618760813148e+01
1.222236371634660257e+00,6.896391121645612543e+01
1.459881293756396126e+01,7.221899222943690688e+01
1.909045353779379894e+00,7.414349533772904977e+01
1.798783254118564434e+00,7.413549189474169054e+01
8.302643366738400310e-01,7.412280318524503286e+01
6.743954291321095695e+00,6.941539806111116206e+01
7.194134051985621170e+00,7.452298670118065615e+01
1.242644345961702435e+01,7.074529319593580112e+01
1.409682051790407176e+00,7.409620105351311281e+01
1.374058661420969152e+01,7.570484800830681138e+01
1.139801473540069487e+01,7.510821992184435203e+01
1.503330818695902238e+01,7.289469459674153029e+01
1.383528745045478914e+01,7.160071008107323109e+01
3.368581666299012234e+00,7.413909341988798474e+01
7.493649721145629883e+00,6.957979679107666016e+01
6.171747305116493720e+00,6.941952414696734763e+01
1.548420604053940330e+01,7.389395990187003349e+01
7.599775573306988719e+00,7.448889321201974667e+01
2.476094734086827120e+00,7.394952212739025299e+01
9.499139026482378512e+00,6.996442931435738899e+01
1.531970620155334473e+01,7.581582069396972656e+01
1.189574083021666340e+01,7.061676231698655215e+01
9.537383502031030247e+00,6.997928583065272790e+01
5.352066739068956025e+00,7.425265859637229937e+01
1.431165523576244070e+01,7.573088397392001525e+01
